lemma,frequency,hdbscan_cluster,hdbscan_label,leiden_cluster,leiden_label,in_agwn,agwn_semfields,agwn_gloss
λαός,294,116,Psychology (10); Life Sciences; Biology (10); Human figures (10),1,Psychology (29); Life Sciences; Biology (23); Economics (23),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Architecture; Art Metalwork; Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Chemistry; Chess; Community planning and development; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Electric, electronic, magnetic, communications, computer engineering; lighting; Fashion design of clothing; Food & Drink; Games Of Chance; Geography & Travel; Geology, Hydrology & Meteorology; Geometry; Human anatomy, cytology & histology; Human figures; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Linguistics; Literature; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Meteorology; Metrology & standardization; Music; Pharmacology & therapeutics; Physics; Plants (Botany); Political Science; Processes, forms & subjects of sculpture; Production; Psychology; Public Administration; Religion; Sociology & anthropology; Sports, Games & Entertainment; Statistical mathematics; Time; Water, Air & Space Transportation",the single central seed in some fruits such as peaches and cherries enclosed in a hard woody shell
γαῖα,294,64,Psychology (10); Economics (9); Astronomy (7),10,Psychology (22); Economics (20); Athletic & Outdoor Sports & Games (19),True,"Agriculture; Agriculture & related technologies; Animal Husbandry; Arts & Recreation; Astronomy; Business enterprises and their structure; Chemistry; Earth Sciences & Geology; Economics; Electricity & electronics; Geography & Travel; Geology, Hydrology & Meteorology; Human anatomy, cytology & histology; Human figures; Life Sciences; Biology; Mathematics; Medicine & Health; Painting; Philosophy & Psychology; Physics; Political Science; Psychology; Public Administration; Religion; Sociology & anthropology","a part of the earth that can be considered separately: ""the outdoor world""; ""the world of insects"""
ἐθέλω,293,133,Economics (9); Psychology (8); Human Physiology (8),0,Economics (54); Psychology (51); Life Sciences; Biology (48),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Banks and banking; Building & Construction; Card games; Chess; Drawing & Decorative Arts; Eating, drinking; using drugs; Economics; Fashion design of clothing; Games Of Chance; Geography & Travel; Higher Education; History & Geography; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Metrology & standardization; Motion pictures, radio, television; Music; Philosophy & Psychology; Photography, computer art, cinematography, videography; Physics; Plants (Botany); Political Science; Production; Psychology; Public Administration; Religion; Science; Sculpture, Ceramics & Metalwork; Secondary education; Sociology & anthropology; Stage Presentations; Transportation; Ground Transportation","gather and light the materials for: ""make a fire"""
ἱκνέομαι,290,64,Psychology (10); Economics (9); Astronomy (7),10,Psychology (22); Economics (20); Athletic & Outdoor Sports & Games (19),True,"Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Building & Construction; Card games; Chess; Classical mechanics; solid mechanics; Community planning and development; Drawing & Decorative Arts; Eating, drinking; using drugs; Economics; Electricity & electronics; Fashion design of clothing; Games Of Chance; Geography & Travel; History & Geography; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Money; Music; Philosophy & Psychology; Physics; Plants (Botany); Political Science; Production; Psychology; Public Administration; Science; Sociology & anthropology; Transportation; Ground Transportation",praise vociferously
πούς,287,46,Music (5); Psychology (4); Geography & Travel (4),4,Human Physiology (27); Athletic & Outdoor Sports & Games (25); Transportation; Ground Transportation (23),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Architecture; Art Metalwork; Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Card games; Chemistry; Classical mechanics; solid mechanics; Community planning and development; Eating, drinking; using drugs; Economics; Electric, electronic, magnetic, communications, computer engineering; lighting; Equestrian Sports & Animal Racing; Fashion design of clothing; Fishing; Food & Drink; Furniture; Games Of Chance; Geography & Travel; Geology, Hydrology & Meteorology; Geometry; Grammar; Heraldry; Home & Family Management; Human Physiology; Human anatomy, cytology & histology; Human figures; Insects; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Linguistics; Literature; Mathematics; Medicine & Health; Meteorology; Metrology & standardization; Money; Music; News Media, Journalism & Publishing; Number & quantity; Outdoor life; Painting; Physics; Plants (Botany); Political Science; Production; Public Administration; Religion; Sociology & anthropology; Sports, Games & Entertainment; Stage Presentations; Time; Transportation; Ground Transportation; Water, Air & Space Transportation","a general category of things; used in the expression ""in the way of"": ""they didn't have much in the way of clothing"""
τότε,281,-1,(noise),10,Psychology (22); Economics (20); Athletic & Outdoor Sports & Games (19),True,Time,"that time; that moment: ""we will arrive before then""; ""we were friends from then on"""
πόλεμος,279,116,Psychology (10); Life Sciences; Biology (10); Human figures (10),1,Psychology (29); Life Sciences; Biology (23); Economics (23),True,"Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Economics; Games Of Chance; History & Geography; Number & quantity; Outdoor life; Political Science; Psychology; Sociology & anthropology; Sports, Games & Entertainment; Stage Presentations",a brief indulgence of your impulses
δόρυ,272,187,"Animals (Zoology) (10); Eating, drinking; using drugs (9); Music (8)",3,"Eating, drinking; using drugs (54); Life Sciences; Biology (50); Transportation; Ground Transportation (50)",True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Archaeology; Architecture; Art Metalwork; Astronomy; Athletic & Outdoor Sports & Games; Atomic and nuclear physics; Ball games; Bowling; Building & Construction; Card games; Chemistry; Classical mechanics; solid mechanics; Community planning and development; Eating, drinking; using drugs; Economics; Electric, electronic, magnetic, communications, computer engineering; lighting; Electricity & electronics; Fashion design of clothing; Fishing; Food & Drink; Furniture; Games Of Chance; Geography & Travel; Geometry; History & Geography; Human Physiology; Human anatomy, cytology & histology; Human figures; Hunting; Hydraulic engineering; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Light & Infrared & Ultraviolet Phenomena; Linguistics; Literature; Mathematics; Medicine & Health; Metrology & standardization; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Outdoor life; Photography, computer art, cinematography, videography; Physics; Plants (Botany); Political Science; Production; Public Administration; Public Finance; Religion; Sociology & anthropology; Sports, Games & Entertainment; Surgery & Related Medical Specialties; Transportation; Ground Transportation; Water, Air & Space Transportation","lowest supporting part of a structure: ""it was built on a base of solid rock""; ""he stood at the foot of the tower"""
δῶμα,271,97,Human figures (6); Religion (5); Sociology & anthropology (5),0,Economics (54); Psychology (51); Life Sciences; Biology (48),True,"Architecture; Astrology; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Business enterprises and their structure; Community planning and development; Education; Games Of Chance; Human anatomy, cytology & histology; Human figures; Life Sciences; Biology; Linguistics; Mathematics; Medicine & Health; Metrology & standardization; Music; Number & quantity; Physics; Political Science; Production; Religion; Secondary education; Sociology & anthropology; Stage Presentations; Time; Transportation; Ground Transportation",a large and imposing house
ὅσος,266,133,Economics (9); Psychology (8); Human Physiology (8),0,Economics (54); Psychology (51); Life Sciences; Biology (48),True,Economics; Fashion design of clothing; Folklore; Geometry; Human Physiology; Life Sciences; Biology; Linguistics; Literature; Music; Parapsychology & Occultism; Psychology; Religious mythology & social theology; Sociology & anthropology; Sound & related vibrations; Statistical mathematics; Stocks; Time,"infinitely or immeasurably small: ""two minute whiplike threads of protoplasm""; ""reduced to a microscopic scale"""
γυνή,262,97,Human figures (6); Religion (5); Sociology & anthropology (5),0,Economics (54); Psychology (51); Life Sciences; Biology (48),True,"Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Education; Food & Drink; Games Of Chance; Geography & Travel; Heraldry; History & Geography; Home & Family Management; Human figures; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Life Sciences; Biology; Music; Physics; Plants (Botany); Processes, forms & subjects of sculpture; Psychology; Religion; Sociology & anthropology; Time; Water, Air & Space Transportation","a human being: ""there was too much for one person to do"""
ἅμα,256,-1,(noise),0,Economics (54); Psychology (51); Life Sciences; Biology (48),True,Animals (Zoology); Chemistry; Equestrian Sports & Animal Racing; Geometry; Human Physiology; Law; Medicine & Health; Metrology & standardization; Money; Music; Number & quantity; Philosophy & Psychology; Production; Psychology; Science; Time,"at a previous time: ""once he loved her"""
